path,label
../data/processed\scissors\processed_ntwoVP9pgUbs3LGq.png,2
../data/processed\rock\processed_hMqKoUYAvB91YRuO.png,0
../data/processed\paper\processed_755DbuyE4rf2oGPA.png,1
../data/processed\scissors\processed_8aOKoHx8aFjtDkxJ.png,2
../data/processed\rock\processed_Shr7grl23ISlh4Yu.png,0
../data/processed\scissors\processed_YLqWJoGJOcnoAZim.png,2
../data/processed\rock\processed_1vvcitV1s17gKdbn.png,0
../data/processed\scissors\processed_wjpTy95PqKpcRg9o.png,2
../data/processed\rock\processed_XmtW0hEB1JqbZ3eu.png,0
../data/processed\rock\processed_QM8un28uGzplAkrb.png,0
../data/processed\rock\processed_qNLvry2jUcwSulgu.png,0
../data/processed\paper\processed_N4D5tleMLbP1Au5D.png,1
../data/processed\rock\processed_ZljuXHZdMhwFPe6H.png,0
../data/processed\scissors\processed_H9JStRaVHPocFlEq.png,2
../data/processed\rock\processed_8pxbBnbfqzX3ijVM.png,0
../data/processed\paper\processed_kmBByXdkwf5Vro8P.png,1
../data/processed\scissors\processed_HLeuB19sXYxS84Gt.png,2
../data/processed\paper\processed_wdUfwC8IoQbVtqzR.png,1
../data/processed\scissors\processed_1CXgK9fgGdSRggD9.png,2
../data/processed\paper\processed_qbWKhamyFLSmXCgZ.png,1
../data/processed\paper\processed_FKhLHIIqEsYmoZxy.png,1
../data/processed\scissors\processed_j3c7JHbJwmnOq6cu.png,2
../data/processed\paper\processed_5RvFm2PYoG18yIZO.png,1
../data/processed\rock\processed_HHXLX66BbEVNYl6W.png,0
../data/processed\rock\processed_VxODCZVhiNVfWsLj.png,0
../data/processed\paper\processed_gO7yxcP6H1vZ7lOe.png,1
../data/processed\rock\processed_IcqtnpGHgStAPMXM.png,0
../data/processed\paper\processed_0vugygEjxQJPr9yz.png,1
../data/processed\rock\processed_sY2021zJacpvGLBT.png,0
../data/processed\paper\processed_74FZPuPPfVCwqHgO.png,1
../data/processed\rock\processed_DEX2gmMwS3fxdi23.png,0
../data/processed\scissors\processed_mdSPppG9v9OmnIyY.png,2
../data/processed\scissors\processed_syu2UUmhELg3nol9.png,2
../data/processed\rock\processed_4RyeZiScDO5Z45oG.png,0
../data/processed\rock\processed_qMWVb6BibNukvVrj.png,0
../data/processed\scissors\processed_XrNTSnUh9OxytAYI.png,2
../data/processed\rock\processed_W502bu3C93KtmDol.png,0
../data/processed\rock\processed_bVzc0yl2Cm3xkOgB.png,0
../data/processed\rock\processed_Bv1IS98JTiuZC7Bs.png,0
../data/processed\scissors\processed_xAnfzBYnsnuru9Nf.png,2
../data/processed\rock\processed_8CjXmw1rSkNLaj6p.png,0
../data/processed\paper\processed_vUtM1pR6f5ZdEn5a.png,1
../data/processed\paper\processed_MLURv7NBoSPK4f1h.png,1
../data/processed\paper\processed_qWHWCHG7exZiCfdq.png,1
../data/processed\paper\processed_6ycslJxTsTjZc5H2.png,1
../data/processed\rock\processed_1e1VCnCEApnFh9Oo.png,0
../data/processed\rock\processed_hNKauGm372Z48JWy.png,0
../data/processed\rock\processed_C82Z7IFPlfaDFF71.png,0
../data/processed\scissors\processed_HAjiwatcnWjWeEeT.png,2
../data/processed\paper\processed_TcybcTuKdMPA4xpT.png,1
../data/processed\paper\processed_dUDR2ViadkqS6EHf.png,1
../data/processed\rock\processed_ZVYkpv1wvpH7lSDu.png,0
../data/processed\paper\processed_W4QtOYoG8ThbcmsY.png,1
../data/processed\scissors\processed_uCRRTGuvPMUiZXYz.png,2
../data/processed\rock\processed_k3AidZ3WX8t14gcJ.png,0
../data/processed\paper\processed_qGf97ZWPmGYzlTpo.png,1
../data/processed\scissors\processed_uFQ3SN5QxNyXoBmx.png,2
../data/processed\paper\processed_nSfRj8Sp6S0GsMVm.png,1
../data/processed\scissors\processed_VcyQqsyvtkuKXWWz.png,2
../data/processed\scissors\processed_PQTyLq9Esb7RzmzH.png,2
../data/processed\rock\processed_0bioBZYFCXqJIulm.png,0
../data/processed\rock\processed_esqqaIq6wKOr8EK6.png,0
../data/processed\rock\processed_yt9k2pmBRzMEXoee.png,0
../data/processed\scissors\processed_GktptVfvaYXOIJCz.png,2
../data/processed\scissors\processed_jL3CMVgsLdWznnKe.png,2
../data/processed\paper\processed_QCqvYDzuP0z3omox.png,1
../data/processed\rock\processed_PZqNg7IprOGg561e.png,0
../data/processed\paper\processed_yB11HwUEuYHhVlKo.png,1
../data/processed\scissors\processed_e8hlT6glM2V2RYgN.png,2
../data/processed\paper\processed_aac4C8FFlVQw6aGM.png,1
../data/processed\paper\processed_FmDdvclwy9Wc1zfc.png,1
../data/processed\rock\processed_ON7ALRXFwvKHbBPL.png,0
../data/processed\scissors\processed_kiUc9msxBC2UZJ5g.png,2
../data/processed\rock\processed_fsN97zyPFSfYwnsS.png,0
../data/processed\paper\processed_ZGLUqWHjarBly23b.png,1
../data/processed\rock\processed_2nSUlcvPf1DOCo1j.png,0
../data/processed\scissors\processed_IBauM2TU1KmGhsfT.png,2
../data/processed\scissors\processed_FSQhfK1gcYqm4O4W.png,2
../data/processed\scissors\processed_od9zrr7aF0p8VPRM.png,2
../data/processed\scissors\processed_FzdAQgBSi3eRbR4z.png,2
../data/processed\rock\processed_U4HuPlTKsnXYExzJ.png,0
../data/processed\paper\processed_KqCGmJ8WCrqE5Uvg.png,1
../data/processed\rock\processed_v9fNaoRtExGYVHgL.png,0
../data/processed\scissors\processed_qHNvtsWSBDT0FnMt.png,2
../data/processed\scissors\processed_dLkgXxZJ7KFoD4Ky.png,2
../data/processed\paper\processed_dF7Gvm0vgCJZofAW.png,1
../data/processed\rock\processed_iupz1I8ISgp6PDj7.png,0
../data/processed\paper\processed_LAhqdrhPNg3ZLxpr.png,1
../data/processed\rock\processed_bn4i63wrObqbJECw.png,0
../data/processed\paper\processed_7v943QrV87m1Fx5U.png,1
../data/processed\scissors\processed_OLBaBUjL8DE58OvS.png,2
../data/processed\scissors\processed_x0d1n2y61LHxML3g.png,2
../data/processed\rock\processed_JxhewAxaOg3wB1gA.png,0
../data/processed\paper\processed_xyFhBLzUNatOchjM.png,1
../data/processed\scissors\processed_hJuytZrZ7fR1CWyi.png,2
../data/processed\scissors\processed_Jqu0bjUyPoEcMNhN.png,2
../data/processed\rock\processed_nW7S3LYj4C49mX06.png,0
../data/processed\rock\processed_bvMd98SEEKS3YxmD.png,0
../data/processed\paper\processed_qRNjm8INtwezm9Yd.png,1
../data/processed\rock\processed_os5rNj49BIDCwHLD.png,0
../data/processed\rock\processed_abNcCRBP8z4cNQco.png,0
../data/processed\paper\processed_Mv6oOH192gse3oZA.png,1
../data/processed\paper\processed_pwM1GeKjG7KE4i75.png,1
../data/processed\paper\processed_cOHWfHkyo8sqWnpW.png,1
../data/processed\rock\processed_gtVEm7JEdr0wE1ip.png,0
../data/processed\rock\processed_IQNb5XBjdbYa7A2W.png,0
../data/processed\scissors\processed_6ZoT4ZO8D4G74afj.png,2
../data/processed\scissors\processed_tZYSEIgQN7PZ31tk.png,2
../data/processed\scissors\processed_67sMDIYRNxuVsQQ8.png,2
../data/processed\paper\processed_CnRjJejRPD3QmYTl.png,1
../data/processed\paper\processed_MnvVVMoqDmzrm5NJ.png,1
../data/processed\paper\processed_PwkqvoT0noMITNaF.png,1
../data/processed\paper\processed_Xr1e0JehAkRxNzTj.png,1
../data/processed\rock\processed_6HsTnF20TAnDZiRT.png,0
../data/processed\scissors\processed_4E0THAnIciVeLK79.png,2
../data/processed\scissors\processed_jX4XP2bjq762S0Wj.png,2
../data/processed\paper\processed_WejRez1oUWm5lhuw.png,1
../data/processed\rock\processed_9kYPKMVtd4nOvSK4.png,0
../data/processed\paper\processed_JlMP0YH6vhxWRMZz.png,1
../data/processed\scissors\processed_gWsh2wyYZXw7an5G.png,2
../data/processed\rock\processed_2NmrcDGkc7FQuu12.png,0
../data/processed\scissors\processed_1jKhi65BPTLXnUI6.png,2
../data/processed\rock\processed_xc9iqz3P8tF5YdCG.png,0
../data/processed\scissors\processed_tpIDNu7Hg6k1SZef.png,2
../data/processed\paper\processed_yUhvKMWrPQ9sJ78m.png,1
../data/processed\rock\processed_2Pt5UNQkMzXLtbEp.png,0
../data/processed\rock\processed_qT0oCJChnoVWNqC1.png,0
../data/processed\scissors\processed_aDk2yxglXt7Xkrzw.png,2
../data/processed\paper\processed_JbnPCQTbu7AS9jvo.png,1
../data/processed\rock\processed_JqR15GsfOszxXGP2.png,0
../data/processed\paper\processed_1uoW7QcH2qAgCTxv.png,1
../data/processed\rock\processed_Wq3GbJvvJWcF9OoW.png,0
../data/processed\scissors\processed_TfQG2fJYyDv8Ic8P.png,2
../data/processed\paper\processed_n1H2YStjFsCwmlYz.png,1
../data/processed\rock\processed_CpWDLKaUbf6poyIj.png,0
../data/processed\paper\processed_HarpXSxVfoAJ9cFe.png,1
../data/processed\paper\processed_1oKnUgV2CdCaQUUX.png,1
../data/processed\rock\processed_dA1kwqyPaGEErN3j.png,0
../data/processed\rock\processed_LvqSpAbFMyQ1H0Ms.png,0
../data/processed\paper\processed_RFXW2X1DlH7xboth.png,1
../data/processed\scissors\processed_zepzkaBk60xgpP3C.png,2
../data/processed\scissors\processed_TJUiCdN9LUl2xPSE.png,2
../data/processed\rock\processed_3wrX8EawcOolzrAY.png,0
../data/processed\scissors\processed_YtwkLLgHWgoRfTaB.png,2
../data/processed\scissors\processed_UlvWQ1fnwQeGYNTa.png,2
../data/processed\paper\processed_7NyxZyxSJ1gphzUE.png,1
../data/processed\paper\processed_UvFHqrnEwsrs6MgC.png,1
../data/processed\rock\processed_brPQ0E5Gk9L0FHey.png,0
../data/processed\scissors\processed_gQyIUVHeIS3WYuzv.png,2
../data/processed\scissors\processed_JOwOktLqjDF0qFIW.png,2
../data/processed\rock\processed_6bGxG6c9DxmZBcIB.png,0
../data/processed\rock\processed_y6SQqRL9aPExUa7f.png,0
../data/processed\rock\processed_W7LNJeGLwxY8gzGf.png,0
../data/processed\scissors\processed_JCPNp02x7U7KU7bP.png,2
../data/processed\scissors\processed_MdKQlVomcJJ6Z1GA.png,2
../data/processed\scissors\processed_IZYmxHXE1DVHJfYm.png,2
../data/processed\rock\processed_v7SoU8w2zc8vc7PI.png,0
../data/processed\scissors\processed_MPiImIdtqCEKxDbP.png,2
../data/processed\scissors\processed_OWzxS6m9SGpk1bnY.png,2
../data/processed\rock\processed_oGRxysPJ1UwCl0Oh.png,0
../data/processed\scissors\processed_7SOrAw5PvJghnwuq.png,2
../data/processed\scissors\processed_KcCGOFZoEMOitVPh.png,2
../data/processed\scissors\processed_WCJ45vWIRykFDXkA.png,2
../data/processed\scissors\processed_63khvkT3L0GCdMHh.png,2
../data/processed\paper\processed_qhhaVBNDIWDdNR2Y.png,1
../data/processed\rock\processed_DFi1cIxsQrXxIoWn.png,0
../data/processed\paper\processed_aINwMVFw8UopgTOm.png,1
../data/processed\paper\processed_UJXhVbWUgUnzedxP.png,1
../data/processed\scissors\processed_8dKMDDHzX9WeRAaN.png,2
../data/processed\rock\processed_how0vUOltuU1m495.png,0
../data/processed\rock\processed_iaEybTdfnL0RoU9I.png,0
../data/processed\paper\processed_PbqPTUSB4HxBVDZZ.png,1
../data/processed\rock\processed_yQIWMi6PpMKRMZaa.png,0
../data/processed\rock\processed_ReFXAsLF8NkgNAL4.png,0
../data/processed\paper\processed_ldGrLw1rlUq1nHuw.png,1
../data/processed\paper\processed_zz1yffW197uYO6DI.png,1
../data/processed\rock\processed_bX0QhJtFkkDn1bEw.png,0
../data/processed\paper\processed_owYHB2dx7ExdKxsR.png,1
../data/processed\scissors\processed_nOIg15ZJ3XuUVkT3.png,2
../data/processed\scissors\processed_itXNIVO7ghl2qja8.png,2
../data/processed\paper\processed_DGR6Jkl5GJY9Sez0.png,1
../data/processed\rock\processed_UCkxupMKtpEo5qdk.png,0
../data/processed\paper\processed_hH7jcOkAiHqNDWcy.png,1
../data/processed\rock\processed_o3gQiGh46MjCJtVK.png,0
../data/processed\scissors\processed_xtv6VZ84IEFHd9pS.png,2
../data/processed\scissors\processed_wMLAOfEG0tDVHVX0.png,2
../data/processed\rock\processed_cy37is7PNfZQJ6SU.png,0
../data/processed\rock\processed_qnvJFE0EKgfw4xr8.png,0
../data/processed\rock\processed_T6biQxOCDlM5ad7k.png,0
../data/processed\scissors\processed_PsPaUu1XDiYpp92z.png,2
../data/processed\paper\processed_ePEd8TOzTgrGz5M2.png,1
../data/processed\scissors\processed_YI6MrQ5Fa7DXhcjr.png,2
../data/processed\paper\processed_khFWD3MPEKPitVyA.png,1
../data/processed\rock\processed_Vt8bxMbkU4svFwyN.png,0
../data/processed\scissors\processed_0657zSfiTYzP2jrl.png,2
../data/processed\rock\processed_aZ8XOOHozlep9lS2.png,0
../data/processed\paper\processed_HXxUlm3O2djcDgUR.png,1
../data/processed\paper\processed_IlrxPx0XNL2QslmW.png,1
../data/processed\scissors\processed_itSX8Pe5BwSSbcEb.png,2
../data/processed\paper\processed_G4QepYlFnpE8Zse4.png,1
../data/processed\scissors\processed_FeKk3jfdVyzHV7l5.png,2
../data/processed\paper\processed_BLqL31aC5YLmx3uF.png,1
../data/processed\rock\processed_gc8jqxVapG2o8ol1.png,0
../data/processed\paper\processed_dPSQ4TKPBJyjv6cH.png,1
../data/processed\paper\processed_2PiUTczN5Ez4VreF.png,1
../data/processed\rock\processed_UMhiPBxOmfSpItMU.png,0
../data/processed\paper\processed_Qbn4RJqessetWPHR.png,1
../data/processed\rock\processed_QO4ebj2KlmPIU1Eo.png,0
../data/processed\rock\processed_9OOydp53FQwUHu3u.png,0
../data/processed\scissors\processed_At8YmfH681yAI9O6.png,2
../data/processed\scissors\processed_RtsIA3p963IFGi8t.png,2
../data/processed\rock\processed_srlcv9vYJ9c9OUsC.png,0
../data/processed\rock\processed_qGG51BxEClmts5xA.png,0
../data/processed\scissors\processed_caj9PiWZ2BenuxXF.png,2
../data/processed\paper\processed_ubb6xwgONJP3xBbv.png,1
../data/processed\scissors\processed_ukg3QI26FUEa7YDn.png,2
../data/processed\rock\processed_H97IYAhAPk2kHnsI.png,0
../data/processed\scissors\processed_dkrdiLQ61q78gidZ.png,2
../data/processed\rock\processed_kVwUUOjOc6VtZVMt.png,0
../data/processed\scissors\processed_qfwqUBajqgUWpW86.png,2
../data/processed\paper\processed_uoYuyEHvVLrOOmqW.png,1
../data/processed\paper\processed_vPvoQzBR7Paf5Jml.png,1
../data/processed\scissors\processed_BdMHRwUTJ4FI4uPr.png,2
../data/processed\paper\processed_Miw8prUoiVMVG2D4.png,1
../data/processed\scissors\processed_JlHdrLmHFDNY7Cy2.png,2
../data/processed\rock\processed_Jgjf4Q4LunuuLJKq.png,0
../data/processed\scissors\processed_FSJKz70kgKxJyjjl.png,2
../data/processed\rock\processed_9txR3KPmEGdjo4A6.png,0
../data/processed\rock\processed_qCzy78clSmCmt5Uv.png,0
../data/processed\scissors\processed_IOa7xROJIqP2jRQE.png,2
../data/processed\rock\processed_7NqXwATGidLt6kZY.png,0
../data/processed\scissors\processed_0Ug54ifXRqqlZS2Z.png,2
../data/processed\paper\processed_cf9L4KKsfsFpRrYA.png,1
../data/processed\rock\processed_tMiH4tj8YffHNl0O.png,0
../data/processed\rock\processed_4ZVOE4DxJDxaysrR.png,0
../data/processed\rock\processed_86KzO2PHymh6qYQ4.png,0
../data/processed\paper\processed_54xah1BB0YTQS3Ib.png,1
../data/processed\paper\processed_ac0j8jCfz8hwpY0o.png,1
../data/processed\paper\processed_1Tt9U9SzrOm98Xtw.png,1
../data/processed\paper\processed_BoMfAmQYWtoiGHBV.png,1
../data/processed\paper\processed_y2auZRkrUIi0wvd2.png,1
../data/processed\paper\processed_LI47bUY9rR60z73q.png,1
../data/processed\rock\processed_i5FY2iOcMjYyop5u.png,0
../data/processed\scissors\processed_mfrG6yVMg6CEzoCN.png,2
../data/processed\scissors\processed_NR48QMe5e1gskpA9.png,2
../data/processed\paper\processed_EJ7cNnnea5yCEaOd.png,1
